"Id_images";"Aesthe";"Color_heterogeneity";"Complexity";"Color_saturation";"Brightness";"PCA_col_1";"PCA_col_2";"PCA_col_3";"Contrast";"Self_similarity";"Green_fraction";"Gray_fraction";"Blue_fraction"
"012_1_52759182198_o";1640,429;18,3092711421342;38,0489059848515;0,199020115169666;0,490731366645737;3,65491414086269;-1,05340072097558;0,105635480646502;0,232970403068707;-0,424016176716436;0,187740589569161;0,381492970521542;0,130267573696145
"013_1_52758945999_o";1797,651;17,8390761745139;28,7843864989741;0,205058452281711;0,598341922454318;-1,82546033703007;-2,07088715581113;0,825525041670213;0,192625310715729;-0,637562839230018;0,229732426303855;0,382744671201814;0,172930612244898
"014_1_52759182243_o";1617,264;17,3310894083963;34,5290239640299;0,197500642021773;0,443505075285984;1,91662258514511;3,60945710210521;1,37199480702486;0,193254071982033;-0,590275530829303;0,187091156462585;0,31209433106576;0,0112362811791383
"015_1_52758946069_o";1770,375;12,2339493870241;51,300149362997;0,14897557171245;0,445142090494579;3,0476392901562;1,36564925950044;1,21498241944316;0,222300610901908;-0,525119091556703;0,210398185941043;0,379207256235828;0,0284517006802721
"016_1_52758946104_o";1469,789;18,3699016207667;32,7796327319872;0,193605283512934;0,516724682661614;1,72314754677443;-0,107398190142623;-0,275543916915027;0,264387729744358;-0,552203777879947;0,17483537414966;0,350965986394558;0,0244716553287982
"017_1_52759103340_o";1493,131;13,5551353382373;32,7337900468871;0,130090992112143;0,542818832059131;2,66500147131264;-2,20354324096126;2,0235761389676;0,221439617050598;-0,634957045111274;0,133979138321995;0,313414965986395;0,109199092970522
"018_1_52759182328_o";1376,807;19,5325879887652;33,6587733270952;0,232394399232071;0,535220000429519;1,11383553849088;-1,04674885573622;0,179500924350654;0,234151951563888;-0,580512731192954;0,141206349206349;0,455945578231293;0,0869369614512472
"019_1_52758946139_o";1899,006;21,1818493356774;47,5533209410651;0,275598867553116;0,452752913099448;0,373938120372541;4,22129605882455;0,393472978048295;0,263092696295826;-0,593550912743033;0,186507029478458;0,234989569160998;0,0725587301587302
"020_1_52758154347_o";1926,67;19,1887795213482;58,4691807783975;0,221215808665479;0,416406993365326;2,76416853269221;4,42110425491548;-0,130357497933075;0,239117505252509;-0,529638635109213;0,264297505668934;0,281280725623583;0,0259773242630385
"021_1_52759103440_o";1684,928;19,7685746975976;37,6200249229965;0,178323000563931;0,595348352419587;-0,406164682672771;-1,78598008668278;-0,744240438162245;0,239717967919888;-0,724602830258407;0,109518367346939;0,427555555555556;0,0408598639455782
"022_1_52758697351_o";1104,233;12,0700928714695;34,7885662544087;0,145953692648393;0,502054709504664;2,74227394493507;-0,551860243530737;-0,353711086243938;0,195390877395629;-0,613510672076175;0,137001360544218;0,422566893424036;0,0512689342403628
"023_1_52758946194_o";1335,59;15,9769161141095;27,8887967257528;0,195918382599737;0,603262548579254;0,180648967964582;-3,20098766684879;-0,449225248537023;0,208965102288064;-0,435040819085607;0,12276462585034;0,371896598639456;0,117474829931973
"024_1_52758697366_o";1816,284;24,3675203619212;53,3454826762234;0,237711431186695;0,389375406118114;2,18838202921876;5,75176235150825;0,263382604536295;0,21429329064546;-0,426218934707748;0,25362358276644;0,26797641723356;0,032453514739229
"025_1_52758154422_o";1571,512;10,7740979707521;38,6876749002321;0,106712136951312;0,524725642659458;1,98309710135993;-1,97898678878754;0,120137626279299;0,194681786142309;-0,616998966765571;0,133558276643991;0,502904308390023;0,0570884353741497
"026_2_52758697421_o";1965,709;19,5397336621241;46,7346409309074;0,240241223847339;0,457032566378793;2,88787796996643;3,34735191283595;0,266158918291425;0,255319888452513;-0,690118368577228;0,319386848072562;0,172088888888889;0,12232925170068
"027_2_52758697471_o";1464,13;14,3621388776571;27,9004022180352;0,165297487414137;0,62486222096462;-1,45269799255441;-2,99828474470902;-0,141391646226846;0,245600643215205;-0,751289621334978;0,15105306122449;0,323308843537415;0,135114739229025
"028_2_52759103595_o";1179,264;17,4549989767152;19,9295646176638;0,109527284348317;0,616331181252989;-0,724893581105883;-2,27048739982101;-0,39653093622005;0,197532573948911;-0,674408486886884;0,0362630385487528;0,386702947845805;0,0910294784580499
"029_2_52759182498_o";1548,765;16,2492172562599;39,9264185986725;0,177516808394506;0,511875984654956;3,67467965993229;-1,36397224394257;0,510674613264932;0,256283915272454;-0,546280471406722;0,142461678004535;0,261195464852608;0,0951800453514739
"030_2_52758154492_o";1088,824;18,7293740685286;30,3694518978197;0,28319597621802;0,714055809701114;-7,83558876737259;1,48898422472257;0,608229595327469;0,235841134118406;-0,769580865216674;0,0555718820861678;0,166574149659864;0,20203537414966
"031_2_52758946379_o";1548,892;19,1648250027069;52,7209541110668;0,180123585142087;0,452520050491606;3,82810496036233;1,71903434393346;0,26614370107976;0,266500882254117;-0,499014712804714;0,188455328798186;0,314434467120181;0,0356426303854875
"032_2_52758697576_o";1188,08;15,9016979004635;31,6936235471689;0,170256014646498;0,550137534558107;3,70089447822399;-3,13709520949237;2,06675164575761;0,227809404374147;-0,67732028127084;0,216058049886621;0,235921995464853;0,127281632653061
"033_2_52759103705_o";1593,188;22,7325790374462;34,2427143458014;0,238235128778643;0,581764677844193;0,667866776493217;-1,43465587947498;-1,04226097244336;0,305799091487938;-0,734310135936736;0,127978231292517;0,253173696145125;0,0936126984126984
"034_2_52758946419_o";1165,13;21,4187141439127;24,5312658324392;0,231119027419591;0,725853281307372;-8,77723134364065;2,35762854798735;0,209839429315353;0,158352625391187;-0,583942171568481;0,0399818594104308;0,526719274376417;0,282572335600907
"035_2_52759103745_o";1211,513;20,1392374224509;23,3995949043553;0,182920444553826;0,563224903774829;0,439843533687056;-1,91198904854768;0,0920799491032714;0,209413446154672;-0,764742201470666;0,0919365079365079;0,471941950113379;0,0937904761904762
"036_2_52758946474_o";1791,745;16,8379080266867;40,0762191208948;0,16734248790832;0,467170069568621;3,50600160534607;1,07856647270602;-0,736890584703409;0,230528683383596;-0,493633144696444;0,220948752834467;0,315203628117914;0,149162811791383
"037_2_52758946504_o";1556,127;17,0644309733605;51,8006870320663;0,216402297042984;0,373025613965156;1,16493252171977;6,79165032772086;0,946236572435477;0,22308266779286;-0,512417553380832;0,204219501133787;0,307254421768707;0,013209977324263
"038_2_52758154667_o";1577,389;17,7431793669474;32,0856074950776;0,170257688653447;0,528243928774864;2,61851105120219;-2,15021922485558;0,621600422227607;0,204748058427692;-0,494430119576943;0,148270294784581;0,40249977324263;0,1212589569161
"039_2_52759103815_o";1011,96;13,1276003126979;27,0629799598834;0,0920835854236537;0,714263000290857;-6,97596139864733;0,933383928667086;-2,06678312397307;0,191971733975591;-0,390021718995059;0,0538267573696145;0,423310657596372;0,0346231292517007
"040_2_52758697711_o";1402,937;21,2388399450701;28,4791528891092;0,199584090230271;0,578604248638908;1,3097480251434;-3,83365892065952;0,504521873023835;0,197074830099045;-0,570770446341388;0,143096598639456;0,368141496598639;0,0944907029478458
"041_2_52759182708_o";1985,759;18,0065284345621;51,4495254628191;0,209866990520648;0,34074822719541;-1,42039442428076;11,0469395334334;0,724690706010375;0,255519282373947;-0,543767130086863;0,311677097505669;0,157790476190476;0,00550022675736961
"042_2_52759182738_o";1232,802;15,501559256741;38,4633978033411;0,188792599672857;0,637283878711208;-2,20668631962401;-2,14916147098705;-1,47013961048344;0,223047729001942;-0,523144050257492;0,0985650793650794;0,400765532879819;0,121229931972789
"043_2_52758154742_o";1435,923;20,0783758671268;37,9274968101485;0,240383609625337;0,562462617618522;0,522509630374751;0,174155126958311;2,10882078256186;0,237349950430317;-0,489643432820115;0,245246258503401;0,150138775510204;0,210902494331066
"044_2_52758697796_o";1983,302;21,7546179285828;53,8154924822202;0,267456582641021;0,52103051042269;0,801656710212721;2,54812499176367;-1,73175359573361;0,297199597362803;-0,355850105447167;0,256130612244898;0,138191383219955;0,0535800453514739
"045_2_52758946619_o";1016,349;34,5289394939378;21,498279771914;0,229936069446697;0,603449723909269;-1,65858818674733;1,15282293476363;-0,740865813392826;0,285535217661716;-0,64356317839239;0,0732045351473923;0,233999092970522;0,0446766439909297
"046_2_52759103955_o";922,996;8,95644066435096;30,5655065591258;0,125624088620222;0,648690115369926;-3,76726075180078;-1,40077514895277;0,371810242487344;0,162216871028677;-0,722927430806808;0,0761868480725624;0,629830385487528;0,200848979591837
"047_2_52758154817_o";1900,909;17,2164216370608;52,860138718949;0,224994769039344;0,442944848148734;1,57499922583539;5,25289830525357;-0,0545239644865612;0,280270837301614;-0,584827227420424;0,342668480725624;0,0974657596371882;0,109619954648526
"048_2_52759103995_o";1781,438;17,2610257208536;44,0518070174515;0,228284908572159;0,679562716449628;-3,38140312074111;-2,97877310054328;0,269379384594103;0,232464243839746;-0,38152726022392;0,134392743764172;0,259453968253968;0,208689342403628
"049_2_52758154867_o";1512,352;15,8281119406687;42,7233632310362;0,144285402466649;0,539707109157571;3,41760216680584;-1,82739726092758;0,209679313700544;0,274036502880233;-0,620688566792171;0,127597278911565;0,280261224489796;0,0680453514739229
"050_2_52759104050_o";1777,535;29,1146030554478;35,2793884470126;0,274388836358452;0,598481809686482;-2,69547669900176;-0,981845945057309;0,426229573901798;0,262437718914155;-0,537584885939054;0,0940009070294785;0,328010884353741;0,215158276643991
"076_5_52758946754_o";1375,633;20,9911009504944;39,3842665109015;0,235542433069323;0,719624930613938;-6,53199932509321;-0,946675410349138;-1,11861850891554;0,197305751702051;-0,0837951901378832;0,0655963718820862;0,382871655328798;0,202024489795918
"077_5_52759182978_o";1271,852;11,5305876412444;38,3624167597615;0,0989949394456535;0,58912000678421;0,32828574251501;-2,21629682896734;0,189449494024585;0,184993451962825;-0,417707060815087;0,0622258503401361;0,49643537414966;0,189834013605442
"078_5_52759104140_o";1409,4;11,8020820795197;35,8180424524005;0,125841482223694;0,612976104963048;0,0251659409021718;-1,96754154703258;0,724842261009951;0,243198228076925;-0,671673389565395;0,102243990929705;0,264798185941043;0,199292517006803
"079_5_52758154997_o";1599,016;18,0513645104047;33,8250881774855;0,172556529773712;0,510353193865516;2,62619395324507;-1,60681655032597;-0,555301317282983;0,215803244882488;-0,610370239712836;0,144286621315193;0,47614693877551;0,0664344671201814
"080_5_52759183048_o";2075,732;26,080043890346;56,516215691423;0,315802379605324;0,409561194750548;1,31075240715285;6,00367140838109;0,139655302679034;0,234980995019709;-0,446473129216011;0,261775963718821;0,214548752834467;0,0558403628117914
"081_5_52758698036_o";2063,929;21,2038242823332;67,4730701755826;0,309261665031638;0,445543228523303;0,829340635263586;5,40155786244939;-0,674655500539395;0,246122645670561;-0,468630825399654;0,348313832199546;0,165797732426304;0,0349242630385488
"082_5_52758155067_o";1935,212;19,326340025045;63,3878803115521;0,207303851860852;0,509110610288862;2,96121690019368;0,625550678834014;0,392042378374811;0,277720628970871;-0,563620766820227;0,274195011337868;0,251392290249433;0,0631981859410431
"083_5_52758946914_o";1585,785;26,191175451188;24,9701305173242;0,171615067295725;0,626253330704833;-2,68106545709032;-1,11581550565325;-2,14995808263766;0,232766791700956;-0,363418229588568;0,0871655328798186;0,349852154195011;0,0606040816326531
"084_5_52758155117_o";1921,602;16,5787440060121;48,0607955017227;0,166676273153783;0,489220153286462;3,50950730217726;0,175247821236021;-1,9414663178402;0,234574868997667;-0,553381930060602;0,261264399092971;0,358559637188209;0,029815873015873
"085_5_52758946989_o";2146,224;17,0362171946945;68,3031642026845;0,187909217448976;0,450083936162165;2,66545380714645;2,58682177087867;-0,441444930742012;0,195019947046073;-0,399694472119154;0,34987029478458;0,349148299319728;0,0211736961451247
"086_5_52758155217_o";2178,887;19,8091823817151;56,4298788946268;0,319643927903794;0,451751851802515;0,453162749413003;5,33318811271081;-1,10874583679084;0,219620117463758;-0,441816323055909;0,322917006802721;0,318719274376417;0,00870385487528345
"087_5_52758698151_o";1427,494;12,6796692554264;27,2943904893833;0,109604582536326;0,587647411925443;-0,712543971897886;-2,36918285400816;-0,721510967493938;0,19305880126256;-0,691932369749917;0,101260770975057;0,480845351473923;0,0584997732426304
"088_5_52758947049_o";1544,879;17,6382491230599;20,3692469587386;0,208304699037142;0,592068022260041;-1,38816620595416;-1,99329856821507;0,732932095680011;0,1771224944123;-0,711414428365992;0,0853768707482993;0,564172335600907;0,273832199546485
"089_5_52758155287_o";1698,96;12,9827363369725;41,3127309744255;0,157757395130145;0,582820451303215;0,731277854216663;-2,00374475431283;0,0434736554272161;0,263554102470179;-0,330823227904919;0,148578684807256;0,380665759637188;0,0174004535147392
"090_5_52758947109_o";1445;10,9734164989962;33,5278136965703;0,119383595151396;0,504908489238324;2,69132466191071;-1,14551489765284;-0,767253982784092;0,226782476218545;-0,637755360585309;0,176010884353741;0,467762358276644;0,0109823129251701
"091_5_52758947134_o";1619,228;14,5850326946535;47,3858757009755;0,179791992536155;0,561664707519564;0,811167084433068;-0,308454289562311;0,717053223978189;0,257046241003223;-0,456757469734271;0,167749659863946;0,313215419501134;0,0498757369614512
"092_5_52758698286_o";1863,473;10,0413407594431;53,0530950821301;0,119602640322564;0,486325470295665;2,39036123617314;2,57247431364427;0,0177719950559471;0,218964896508361;-0,399937766742636;0,298325623582766;0,310142403628118;0,0114176870748299
"093_5_52758947204_o";1686,099;21,8614400191668;52,238840732604;0,208673372665171;0,507779846808468;2,78132515764486;0,00965031330578354;1,24198386726014;0,22502215420177;-0,604858451605946;0,220702040816327;0,354942403628118;0,0550349206349206
"094_5_52758155457_o";2091,057;23,0163879102201;59,4310575610372;0,26233876632229;0,528643637349903;0,208421575352349;2,38877375160242;-0,920040088039109;0,254740784470743;-0,417620228497869;0,298412698412698;0,306405442176871;0,113549206349206
"095_5_52758698391_o";1692,874;25,7295762242415;38,2641015214991;0,244565534413108;0,652550768305093;-4,73985244374722;-0,0960170403634892;-0,0674066226891811;0,22232336812678;-0,46736388613233;0,139653514739229;0,272696598639456;0,151571882086168
"096_5_52758698416_o";1996,749;28,1537929069983;40,7349950394672;0,219269881206904;0,57130368337245;0,242518230788041;-0,634172524196204;-2,20347891361524;0,282416842546327;-0,702334010422287;0,24817052154195;0,283490249433107;0,0366657596371882
"097_5_52758947329_o";2171,717;20,1820240394388;59,2439720832798;0,242890315459786;0,412543637708061;2,21831854744686;5,29436159335036;-0,273312513323843;0,22793589642964;-0,417387417061128;0,308995918367347;0,217447619047619;0,0205496598639456
"098_5_52758155582_o";2082,589;18,7924197932155;57,6837297631103;0,288056929218001;0,342300877319851;-1,00488406624426;10,2295416566517;-0,477487826709392;0,194838044129222;-0,366393430011366;0,328152380952381;0,158987755102041;0,00456780045351474
"099_5_52759104705_o";1238,968;10,0015195791048;27,4884481093117;0,075955683057463;0,656400625378007;-4,46954859548549;-0,0419286019254055;-1,82931075354181;0,182663068764775;-0,666820018464336;0,0574802721088435;0,544928798185941;0,0467337868480726
"100_5_52758155662_o";1799,505;21,4721299958272;47,546713556272;0,277024744757234;0,485028290797736;1,87382297165316;0,371444769110219;0,161231915752402;0,230860219519727;-0,53779694586361;0,147820408163265;0,467033106575964;0,1801179138322
"101_6_52758947469_o";1788,476;15,1067350595758;52,2688943092003;0,162228245179701;0,474672725168066;3,60142806608412;0,36606126854652;-1,53369958720661;0,221323329628078;-0,539854621845478;0,220712925170068;0,361131972789116;0,0106920634920635
"102_6_52759104810_o";1482,924;14,4680345048571;34,7712303677283;0,126267942490485;0,500180440728795;3,67071467436568;-0,242865748571859;1,16292427409362;0,244498092347312;-0,509166117442545;0,237924716553288;0,23507664399093;0,0953759637188209
"103_6_52758947499_o";1819,16;13,2445518513257;44,5551300413777;0,180057770471765;0,493308883382413;2,85398234269621;1,84312077086858;-0,4656674721907;0,271172447997306;-0,52214851114821;0,256;0,11580589569161;0,0679473922902494
"104_6_52758698641_o";1805,95;16,8607713056703;57,9544462418962;0,243843932022972;0,40585314780569;1,96402734685545;5,61029989935551;0,203595691211071;0,241833448517077;-0,402794614322395;0,319785941043084;0,196763718820862;0,0487147392290249
"105_6_52758947564_o";2246,938;19,2340622259785;59,7929311926726;0,300013852091855;0,417732639493475;0,906610132129336;6,14040026480539;-0,30377701654453;0,250153378907146;-0,366762473928194;0,320663945578231;0,115385034013605;0,0900607709750567
"106_6_52758155832_o";1429,6;22,2455410128361;46,7443665800732;0,237981541889836;0,582203281844674;0,420240248589888;-2,45474055390102;0,368148056838287;0,262483522717261;-0,382382131424999;0,191241723356009;0,271557369614512;0,136986848072562
"107_6_52758155857_o";1714,881;14,9860764565541;36,643955343611;0,127658702836424;0,461243614002476;2,56299888841243;1,20343341324806;0,372058090609807;0,214530914031516;-0,587132690318616;0,233610884353741;0,377679818594104;0,0184417233560091
"108_6_52758947654_o";1861,877;16,7532182241252;39,5445713581888;0,144015950317087;0,500835293111656;2,13278703803696;0,120100368886155;-0,415660778539745;0,222681899594307;-0,459878002847953;0,218057142857143;0,444546031746032;0,00994467120181406
"109_6_52759104990_o";1455,365;21,2605471404325;21,6991169995238;0,303150258422268;0,621228713505581;-4,49279295723852;0,684532091818345;1,93389497457006;0,190367690971208;-0,66660579897343;0,150225850340136;0,290463492063492;0,129843083900227
"110_6_52759105010_o";1327,547;19,1048880558067;25,1110705190601;0,255076874127171;0,756541286313648;-7,84420816456808;0,0925527285059454;0,528011091161603;0,211765834350658;-0,527004468937198;0,0583256235827664;0,223190929705215;0,352253968253968
"111_6_52758947714_o";1900,558;17,9636819888247;49,7587218452588;0,195995597084169;0,378051300223182;0,0632504209257748;7,75625095157;-0,641105410343423;0,26117319559699;-0,373222905668416;0,278153287981859;0,128696598639456;0,0148716553287982
"112_6_52758155982_o";2048,023;25,9330646576461;52,4396800327809;0,29173508854958;0,442335371151691;1,30188493493623;5,61067255634615;-0,475513624988265;0,235220198335689;-0,431060150668794;0,3177179138322;0,184500680272109;0,0630929705215419
"113_6_52759183893_o";1943,645;16,6351431502227;60,779668099044;0,270025470323022;0,485403794932705;2,71474164550258;1,45487017366082;-0,1270584105906;0,232340176733108;-0,299373257456484;0,276128798185941;0,237474829931973;0,137618140589569
"114_6_52758947809_o";1942,816;31,3439315182793;51,7883855739;0,318527362080852;0,614193299372676;-4,57920327989333;3,79237148771971;-1,97701417830924;0,249670172100026;-0,432066449032659;0,179842176870748;0,241110204081633;0,0370902494331066
"115_6_52759105120_o";1324,204;21,0030066833292;33,8253175899247;0,112147128565375;0,636013240563478;-3,15181325436578;-1,33450063002228;-1,46525638859585;0,200344782749702;-0,632327688372624;0,0878040816326531;0,568692970521542;0,125090249433107
"116_6_52758156082_o";1824,484;20,7761711343018;51,4501884164729;0,193475480310882;0,659129646032542;-3,9267817248654;-0,0294231706118086;-1,77251186795197;0,247247404476442;-0,516410380402682;0,161930158730159;0,247180045351474;0,0397278911564626
"117_6_52759183968_o";981,915;15,0157877819322;27,0478955795291;0,220614406980236;0,695997733778151;-5,41827088208992;-1,21512867890837;2,44946259209647;0,226662415826314;-0,788468821054293;0,0484571428571429;0,213137414965986;0,310936961451247
"118_6_52758699061_o";1861,454;24,2580785051802;35,4853745350351;0,302550674302824;0,49935855045487;1,13320148629256;0,388008424546538;-0,585539803984576;0,215272584040138;-0,443831289344474;0,184740136054422;0,448489795918367;0,135775056689342
"119_6_52758156172_o";1968,982;13,5676669349771;57,4261420055979;0,208033474690918;0,451509596475559;3,08824716321379;1,66165174722437;-0,243335642516197;0,191347663633612;-0,304829509084012;0,30884716553288;0,336297505668934;0,0150784580498866
"120_6_52758156237_o";1228,519;22,2774002321106;27,5711116507958;0,102208925327044;0,635693977340851;-2,69837805411396;-1,44768364082751;-1,62610181879258;0,220028237076359;-0,591298299615369;0,0779573696145125;0,493826757369615;0,0125641723356009
"121_6_52759105275_o";1251,536;15,6017276795864;31,8541925940146;0,152223965406034;0,58429362061812;-0,029089342223534;-2,896880963457;1,14423706624319;0,20172361725752;-0,675250285366326;0,144029024943311;0,474162358276644;0,137280725623583
"122_6_52758156302_o";1391,831;11,9273684576842;25,1417091477057;0,169880716772186;0,634176332408235;-1,88774876868906;-2,07403881358362;1,75698237859824;0,19884071916676;-0,550568046598492;0,0717278911564626;0,328732879818594;0,185639909297052
"123_6_52758948059_o";1119,851;13,6933726197137;27,07987206612;0,212804439253291;0,685297217749252;-3,8294761090121;-2,18050988952286;-0,13049827591106;0,244371939311643;-0,645766740126398;0,111285260770975;0,267446712018141;0,173293424036281
"124_6_52758948089_o";1879,011;18,1085884654911;58,2025933392449;0,19111068960277;0,465392940028815;2,77150933562308;3,95124065751127;-0,74375814044976;0,289156737998551;-0,411524513350437;0,266078911564626;0,194913378684807;0,00748480725623583
"125_6_52758699241_o";1795,688;24,2440782447321;37,4292345865762;0,382078521929621;0,548689675533186;-1,04587529829297;0,645074644006759;0,388954543198134;0,22539358417152;-0,501177603385641;0,145443990929705;0,317630839002268;0,213199092970522
"126_3_52759105400_o";1412,205;14,7240752322338;31,4513797322888;0,149037603857523;0,570190105688178;1,90611649555148;-2,35733131121109;0,00447194164933017;0,23528114961534;-0,714442107354087;0,124614965986395;0,38327074829932;0,0860916099773243
"127_3_52759105440_o";1052,372;14,9588744425017;27,4626217853738;0,214413014942523;0,655168246082123;-3,09371383572306;-2,82915588729237;1,57220289649496;0,219141013086005;-0,726665747202353;0,108063492063492;0,323990929705215;0,23750022675737
"128_3_52759184313_o";1215,791;19,2000502489052;23,1553827912681;0,237631963488073;0,65052060180276;-3,88719565742477;-1,20370125408965;2,21578633328221;0,227941043295597;-0,586579530417472;0,14931156462585;0,279002267573696;0,227377777777778
"129_3_52758156457_o";1607,277;20,3700946986291;28,7824670316715;0,253882264415;0,695071146060914;-6,40322400548695;0,109428166805891;1,61267002993736;0,220488280482539;-0,478024761316734;0,14727619047619;0,205046712018141;0,338340136054422
"130_3_52758699321_o";1289,561;16,0411295918953;31,4280402021764;0,242392132732958;0,612673791842067;-0,500853925914285;-3,61453428700787;0,938069227148901;0,241666733998378;-0,557662734290898;0,130971428571429;0,253075736961451;0,261971882086168
"131_3_52758948274_o";1405,569;11,4223719361159;47,893286987479;0,102721508752117;0,585508046251339;-0,678417260797829;-2,55665799999837;-0,429303306735525;0,22447130670302;-0,667770568396949;0,131657142857143;0,367379591836735;0,0312199546485261
"132_3_52759105515_o";1712,22;18,303430030291;44,2938603585569;0,197426118842324;0,405656729425765;2,09526620154155;5,114294405707;-0,16653330575938;0,229890357803788;-0,645895389424666;0,27412970521542;0,206842630385488;0,0356208616780045
"133_3_52758948314_o";1139,465;16,9531672425085;24,467905110231;0,160544794200287;0,499076697900943;2,52498237988444;-0,076310684948759;1,18469934275207;0,186430392597067;-0,628987750268474;0,119713378684807;0,38906485260771;0,101547392290249
"134_3_52759184418_o";951,841;12,3289277926264;36,5804729599464;0,14745244159316;0,576583877612407;1,30924745569329;-3,2744951623936;-0,366413103814123;0,222544612427787;-0,701496254006942;0,18438820861678;0,452234013605442;0,133467573696145
"135_3_52759105560_o";1710,317;27,9215606111172;29,6245041474464;0,283536581052201;0,530706867009075;1,21309559154926;-1,50110912073458;0,570215229093121;0,233149311937171;-0,639639321929133;0,13847074829932;0,449904761904762;0,239629931972789
"136_3_52759184468_o";1527,59;17,3514491673696;44,6943182341097;0,183409300815579;0,506295485649491;3,67304858868167;-1,4972176527811;0,987427775750276;0,231293746179898;-0,482697282316791;0,227519274376417;0,30305306122449;0,128932426303855
"137_3_52758156597_o";1822,824;10,747169027852;47,4053060545773;0,116221202283056;0,564682783529625;1,07044826286248;-1,94386366164415;-0,0800406432490147;0,219117295535198;-0,50615345889112;0,126875283446712;0,368573242630385;0,0194757369614512
"138_3_52758156617_o";1475,459;13,9658168052747;41,1940741169404;0,175185521102104;0,571403416821497;1,53988503374528;-3,89605515872409;-0,750365231305149;0,223555481483787;-0,580559561835299;0,169592743764172;0,391727891156463;0,211283446712018
"139_3_52759184563_o";1707,958;21,5912600986969;49,750536631573;0,221349611789648;0,524756464009276;2,54095775022461;0,502234233047859;0,120462303772102;0,288198564032884;-0,587643378096576;0,279016780045351;0,194013605442177;0,0733278911564626
"140_3_52758156657_o";1139,821;11,2373033071021;29,7298534344402;0,130877881321589;0,593240048226029;0,515359460600634;-2,21634873008449;1,21320790196933;0,21937761280331;-0,664155861171851;0,119259863945578;0,293844897959184;0,157619954648526
"141_3_52759184608_o";874,796;11,9316525333188;29,6527055516299;0,207285542075336;0,737355003732584;-7,56658073273644;0,376355792948717;0,623222934349427;0,17354861343187;-0,57128553153983;0,0214820861678005;0,375267120181406;0,227718820861678
"142_3_52758156692_o";987,602;23,9009501956995;40,0461333364721;0,214831302064636;0,435058331517488;1,51654956329321;5,24328284501115;0,852719173869964;0,244259907987736;-0,455461133073732;0,198737414965986;0,24108843537415;0,0179156462585034
"143_3_52758156727_o";1068,415;14,325304047907;33,9173529186859;0,167467760509006;0,641426717851904;-2,72008937689034;-2,50646715103083;1,15294852053542;0,192472877197155;-0,525827633041051;0,0799383219954649;0,480007256235828;0,176758276643991
