"name";"contrast";"complexity";"self_similarity";"symmetry_v";"symmetry_h"
"100_5_52758155662_o";0,230860219519727;0,742647467548318;-0,53779694586361;0,254037773642392;0,509854889656799
"101_6_52758947469_o";0,221323329628078;0,773391675065073;-0,539854621845478;0,170922680634379;0,0692817540432369
"102_6_52759104810_o";0,244498092347312;0,711423523753592;-0,509166117442545;0,349536628366782;0,0705967519773794
"103_6_52758947499_o";0,271172447997306;0,715739941851613;-0,52214851114821;0,379908177593026;0,360834709361402
"104_6_52758698641_o";0,241833448517077;0,790379414600901;-0,402794614322395;0,369131999105068;0,0984081011645083
"105_6_52758947564_o";0,250153378907146;0,852128844838545;-0,366762473928194;0,235476384930501;0,195257793222379
"106_6_52758155832_o";0,262483522717261;0,803984832116471;-0,382382131424999;0,0948359052832367;0,0829552107697936
"107_6_52758155857_o";0,214530914031516;0,703550773499223;-0,587132690318616;0,329321939897837;0,440938050215011
"108_6_52758947654_o";0,222681899594307;0,775752895939522;-0,459878002847953;0,503078840399835;0,417286578039155
"109_6_52759104990_o";0,190367690971208;0,693215296457685;-0,66660579897343;0,161733416966914;0,118121127920597
"110_6_52759105010_o";0,211765834350658;0,722036933651385;-0,527004468937198;0,518412422208891;0,203069151520994
"111_6_52758947714_o";0,26117319559699;0,727909775744437;-0,373222905668416;0,521499140572273;0,194159907881558
"112_6_52758155982_o";0,235220198335689;0,867624205776653;-0,431060150668794;0,262819487735816;0,155320240441686
"113_6_52759183893_o";0,232340176733108;0,864974176412443;-0,299373257456484;0,359127259228379;0,478570505420705
"114_6_52758947809_o";0,249670172100026;0,915528954561603;-0,432066449032659;0,108998380651937;0,114460986071797
"115_6_52759105120_o";0,200344782749702;0,733225543721255;-0,632327688372624;0,298760898248873;0,189074595412392
"116_6_52758156082_o";0,247247404476442;0,84903170609688;-0,516410380402682;0,247028027438092;0,113024571358969
"117_6_52759183968_o";0,226662415826314;0,765330413829939;-0,788468821054293;0,157599525008731;0,293263863247976
"118_6_52758699061_o";0,215272584040138;0,813810362786966;-0,443831289344474;0,206340990266846;0,112007504710937
"119_6_52758156172_o";0,191347663633612;0,81059842569163;-0,304829509084012;0,461225334488908;0,198765090781933
"120_6_52758156237_o";0,220028237076359;0,712622260246659;-0,591298299615369;0,31262208033233;0,217839682498537
"121_6_52759105275_o";0,20172361725752;0,733928834687954;-0,675250285366326;0,294357736735423;0,365691102380208
"122_6_52758156302_o";0,19884071916676;0,653024997039411;-0,550568046598492;0,26483622630695;0,220998401064687
"123_6_52758948059_o";0,244371939311643;0,767104350495083;-0,645766740126398;0,383839618056508;0,441345906140136
"124_6_52758948089_o";0,289156737998551;0,756416019566473;-0,411524513350437;0,148220822730329;0,319484932601824
"125_6_52758699241_o";0,22539358417152;0,786848458922732;-0,501177603385641;0,0963335811582747;0,173891458701795
"126_3_52759105400_o";0,23528114961534;0,724799344561821;-0,714442107354087;0,303891195392099;0,385767772094475
"127_3_52759105440_o";0,219141013086005;0,741718205085446;-0,726665747202353;0,155250669744624;0,171911598284929
"128_3_52759184313_o";0,227941043295597;0,723854372850552;-0,586579530417472;0,190369599439482;0,0956285286426008
"129_3_52758156457_o";0,220488280482539;0,716229345359367;-0,478024761316734;0,28591459637708;0,0633083300796114
"130_3_52758699321_o";0,241666733998378;0,777267025804253;-0,557662734290898;0,130231109376132;0,114929238657282
"131_3_52758948274_o";0,22447130670302;0,767639673344306;-0,667770568396949;0,199295563597707;0,182322074645813
"132_3_52759105515_o";0,229890357803788;0,787549333081985;-0,645895389424666;0,0414317452177772;0,181464566059592
"133_3_52758948314_o";0,186430392597067;0,689285567550976;-0,628987750268474;0,469977694881421;0,179109666166977
"134_3_52759184418_o";0,222544612427787;0,760720353627265;-0,701496254006942;0,514846894868636;0,370013255020573
"135_3_52759105560_o";0,233149311937171;0,751949759406819;-0,639639321929133;0,316610071158734;0,321574609491631
"136_3_52759184468_o";0,231293746179898;0,761973468287861;-0,482697282316791;0,496557935164705;0,401970057830517
"137_3_52758156597_o";0,219117295535198;0,786998300984366;-0,50615345889112;0,147550111980327;0,173691202866441
"138_3_52758156617_o";0,223555481483787;0,796336844954552;-0,580559561835299;0,348513931135196;0,339805441376135
"139_3_52759184563_o";0,288198564032884;0,821304882676083;-0,587643378096576;0,391192054058845;0,387814928661542
"140_3_52758156657_o";0,21937761280331;0,703161667500465;-0,664155861171851;0,54909907066762;0,259035238258346
"141_3_52759184608_o";0,17354861343187;0,673254883763646;-0,57128553153983;0,26054256083763;0,298726528598556
"142_3_52758156692_o";0,244259907987736;0,84043753881997;-0,455461133073732;0,363776897051272;0,0273548126819876
"143_3_52758156727_o";0,192472877197155;0,799456943366951;-0,525827633041051;0,25994003136168;0,292007000916385
"144_3_52759105795_o";0,233828839023636;0,609811271506565;-0,603066635095335;0,636861678400602;0,484415425988979
"145_3_52759184733_o";0,241588522684021;0,737854938383494;-0,439637750323289;0,441138698493976;0,478587225964305
"146_3_52759184773_o";0,164025230263532;0,694640004446926;-0,544069951781192;0,204361784106512;0,230412421759359
"147_3_52759184808_o";0,205097464360603;0,690695774695543;-0,548970512630686;0,288559473676234;0,376926188161029
"148_3_52758156837_o";0,25999610246662;0,591070138168882;-0,679797434668687;0,435182385267708;0,370454377316085
"149_3_52758948754_o";0,209754024652071;0,722226653035873;-0,564767032252381;0,111302289005835;0,185191081377535
"150_3_52758156887_o";0,204468451033715;0,784574243116328;-0,553161994076484;0,114488570242386;0,102132497119401
"151_4_52758156912_o";0,249061201569518;0,863562760864154;-0,479644839039456;0,327821812627229;0,124520708953467
"152_4_52758948869_o";0,268071390569932;0,705702940529619;-0,47691233169972;0,251030649351477;0,198921007556437
"153_4_52758699881_o";0,24390022024851;0,766991968948858;-0,656261697600233;0,37497941104878;0,113249646432297
"154_4_52758699911_o";0,237066609755327;0,833877115008616;-0,525078141089646;0,31416077171443;0,346078397469461
"155_4_52758948984_o";0,218106837763324;0,77086369447687;-0,583298121788158;0,150554474194156;0,162275371613681
"156_4_52759185083_o";0,243674439884729;0,675730902991766;-0,510826799006477;0,556465845546729;0,462684690587354
"157_4_52758700006_o";0,277321807755926;0,728802786095623;-0,685037159316128;0,668051867027879;0,478481555595018
"158_4_52758700026_o";0,26873315565654;0,834379810957322;-0,445741489668136;0,50566837988049;0,453287428574758
"159_4_52758700066_o";0,24088933963992;0,835187024644185;-0,455325474760562;0,475349381396011;0,427881204605309
"160_4_52758949109_o";0,244755854905912;0,892607952746581;-0,715726931891878;0,13486142067639;0,110418170646095
"161_4_52758700101_o";0,175872340259444;0,681120383595678;-0,67034867159561;0,394004112858731;0,327313193650338
"162_4_52758700116_o";0,251158366024145;0,746982011702182;-0,574315294379669;0,23395902077451;0,279595526428709
"163_4_52758700151_o";0,175198237770783;0,765066981818358;-0,630238437901357;0,0913315714107458;0,0662053817201596
"164_4_52758700171_o";0,253373053613342;0,774879220047901;-0,574835068060704;0,271074885534912;0,305941676471962
"165_4_52759185283_o";0,180647999522356;0,693916170616938;-0,680524618294923;0,113795107870296;0,116266325208722
"166_4_52758700216_o";0,258329788570795;0,710305750309956;-0,301071415913822;0,742406398095362;0,644695109690944
"167_4_52759185318_o";0,149543274716368;0,75945032131455;-0,563067151474816;0,133106515694811;0,122986363938735
"168_4_52758157287_o";0,259728513902844;0,589302243522352;-0,721472730269465;0,754361782434913;0,160700475855179
"169_4_52758157312_o";0,164161730826848;0,777847059591221;-0,572574526740956;0,059110212987598;0,176164803382784
"170_4_52759185398_o";0,206019087551638;0,755629348742898;-0,623247710337597;0,361048412217564;0,302346339152707
"171_4_52758157352_o";0,228735404053924;0,782088556658425;-0,722435483126448;0,489875704405024;0,197942082222208
"172_4_52758949334_o";0,232420890641823;0,828293081405325;-0,480721067483956;0,133186934100688;0,212056895100272
"173_4_52758949359_o";0,189597001693329;0,853400085554984;-0,6504583548121;0,0828864502695045;0,213865908646871
"174_4_52758949374_o";0,244181104598189;0,73484722151732;-0,685061771517551;0,13088883542924;0,462574227478453
"175_4_52759106570_o";0,224639609261034;0,642423671178846;-0,642193225324153;0,42085918442734;0,251102487249372
"176_8_52758949424_o";0,205160427735508;0,786629737848896;-0,683792534895045;0,361932513236471;0,184054996221826
"177_8_52758700446_o";0,227434526445262;0,760955992353221;-0,596116458704615;0,100679114842589;0,107874259836179
"178_8_52759185648_o";0,180240338843045;0,782664965234225;-0,661633376394201;0,255631753816347;0,0714956901303329
"179_8_52758949524_o";0,188425440068728;0,774516698931046;-0,582486610863049;0,0979163462611747;0,118226389927398
"180_8_52759106725_o";0,204306597553971;0,821387054129236;-0,550134937132492;0,320769329938543;0,233098025981476
"181_8_52759106745_o";0,229427599684598;0,773145160705611;-0,67609407627439;0,370573892645073;0,144632560706357
"182_8_52758949599_o";0,212245382840719;0,82231269138094;-0,594380739234947;0,200953907480435;0,195873387179771
"183_8_52758949624_o";0,213733374663875;0,69934794535115;-0,551649502921647;0,56667028316713;0,0735275010201949
"184_8_52759106845_o";0,275860091482059;0,67421918993448;-0,685246573486998;0,501107419104623;0,396878311739662
"185_8_52759106865_o";0,22799665158664;0,780056021596591;-0,537215976856268;0,371382257472515;0,294331229333178
"186_8_52758949669_o";0,194955895779383;0,856219291440393;-0,582853504405644;0,202958556982627;0,0736258720881646
"187_8_52758949709_o";0,217321540025547;0,825760267202231;-0,611088351914861;0,103843510214739;0,0666534170850232
"188_8_52759185898_o";0,196078465720989;0,651777924397429;-0,304115757944575;0,524251175264002;0,0408029994870064
"189_8_52758157817_o";0,218552272024013;0,770012978255983;-0,67819348867044;0,29585201319138;0,0705494965171239
"190_8_52759185948_o";0,226466369194606;0,716156841135996;-0,589721803473465;0,530395537464213;0,189211716632988
"191_8_52759107030_o";0,200277821151612;0,702801563191056;-0,614206579261475;0,128225575223284;0,128274748244491
"192_8_52758157897_o";0,160187224438562;0,71578102757819;-0,534710208946075;0,193161939198173;0,224598308459421
"193_8_52758949799_o";0,26265008321203;0,836003905560832;-0,558903479066261;0,122286422821628;0,477484376461758
"194_8_52758157992_o";0,190176901872334;0,711839214634252;-0,685506146418074;0,373840434310195;0,188974713385814
"195_8_52758700891_o";0,213362107870803;0,803551015179968;-0,593749312141358;0,0969855435220746;0,318046650641212
"196_8_52759107150_o";0,244223098156785;0,686731002080871;-0,8259987471029;0,426531876538384;0,170658190364529
"197_8_52758158087_o";0,210200065812961;0,734444823077611;-0,55182562253885;0,265303147456787;0,287068262258785
"198_8_52758700956_o";0,248187571460526;0,811978422743125;-0,843974093424821;0,201947260174808;0,251521323643026
"199_8_52758700981_o";0,255661761485202;0,730872781672866;-0,565077049730162;0,557889103699048;0,257490086572939
"200_8_52759186178_o";0,140175815688193;0,698607193869043;-0,629802729631418;0,156551102374662;0,197211232675243
"201_1_52758949939_o";0,252511569916481;0,787256899381056;-0,649125388119896;0,545724700979658;0,244248561461669
"202_1_52758701051_o";0,241069699505733;0,812552414511479;-0,692898587611108;0,116329869937864;0,163405855878703
"203_1_52758949984_o";0,234683064992199;0,887172552801201;-0,561749219128528;0,0846117604528981;0,184481851812302
"204_1_52758949999_o";0,20652312746533;0,870844601698049;-0,564876134993012;0,113120385270815;0,0910779195682101
"205_1_52759107350_o";0,258032979299711;0,778582977458437;-0,558864677979806;0,479028249175532;0,106785419532717
"206_1_52758950029_o";0,212295405146983;0,722531170774031;-0,799353148895748;0,363960382797676;0,0895672276538216
"207_1_52759186283_o";0,247001566488691;0,777883311702907;-0,534035025816783;0,209555543693132;0,236542465866482
"208_1_52759186303_o";0,206149346225196;0,814097962873004;-0,450834751497513;0,175672402864141;0,360329616441572
"209_1_52759186328_o";0,229916899926711;0,845441538636292;-0,60232425268752;0,229762667082574;0,456289528315116
"210_1_52759186343_o";0,23838611013868;0,817720757234109;-0,684706028979427;0,146646813902612;0,314434544997478
"211_1_52758158367_o";0,200328738388395;0,68343205991749;-0,430758022554941;0,361275851210567;0,299102260381382
"212_1_52758950149_o";0,228527887975693;0,720452716370729;-0,774097664545344;0,668650937896404;0,401738962852112
"213_1_52758158382_o";0,284266213346818;0,773586228064451;-0,658048217928313;0,240477069629821;0,211000081531948
"214_1_52758158392_o";0,232479132329017;0,806048785675099;-0,568710576198611;0,234912137310207;0,362776561160013
"215_1_52759107645_o";0,216961690845669;0,795631137180407;-0,443894144276462;0,395090594013235;0,403828857391248
"216_1_52758701391_o";0,267151822564776;0,813915493910854;-0,558729050051809;0,336078996525295;0,109355110296155
"217_1_52759186498_o";0,230371422048963;0,718109621552122;-0,710536223850897;0,290113644479566;0,154655899289495
"218_1_52759186513_o";0,282847496408301;0,701867467113293;-0,631635758031596;0,624572282946993;0,504084730292795
"219_1_52759107695_o";0,198840056394037;0,792958148145463;-0,450228556849568;0,12179545238738;0,125151411393364
"220_1_52758158492_o";0,232643525724618;0,769327813345127;-0,734484349446068;0,343274658252994;0,4488852823077
"221_1_52758950374_o";0,24796644933527;0,83164881854368;-0,527226418402455;0,208301475944106;0,255092599841338
"222_1_52758701496_o";0,197142472191543;0,745662434836829;-0,690367507121285;0,523074769337168;0,294227953710065
"223_1_52758158547_o";0,182752188035104;0,52230954953126;-0,643231546772854;0,305512835343665;0,305557465821777
"224_1_52758158557_o";0,247357900672619;0,760281703075871;-0,639887516639656;0,421348233050347;0,14072677042924
"225_1_52758158572_o";0,265919579285406;0,719094470586245;-0,575222988857023;0,251669045571345;0,623975312750427
"226_1_52758701581_o";0,210225133523601;0,74196592784863;-0,638021240195304;0,51913131530197;0,362153527826288
"227_1_52758158597_o";0,158394245651949;0,811171209056261;-0,512815233392446;0,203662885349132;0,141190092625132
"228_1_52759186683_o";0,17473301175686;0,815343827111263;-0,585011976050244;0,0717328154558732;0,135107506096917
"229_1_52758158637_o";0,259088181339152;0,655319755709103;-0,673319006473712;0,508071167017079;0,276627276418237
"230_1_52758701661_o";0,241636507035506;0,737131104553507;-0,639820795687669;0,497981089646821;0,345961649089779
"231_1_52759186728_o";0,193560326696564;0,79028999272541;-0,438223957697151;0,343208851778322;0,25167935906542
"232_1_52759186753_o";0,259471662157379;0,785721018249313;-0,700157060110946;0,132924205251108;0,372755677724624
"233_1_52759186778_o";0,236932902203416;0,606575166336772;-0,668508040731536;0,634719903588038;0,526033791749181
"234_1_52758158717_o";0,19660211896063;0,763428386370173;-0,704657676101783;0,358891666997916;0,256487329762384
"235_1_52758950564_o";0,203656250159799;0,616490118882758;-0,784837020829613;0,382415012602279;0,253275069227933
"236_2_52759107970_o";0,225141542763345;0,743158622323084;-0,417671164284541;0,482675241810789;0,458247069171507
"237_2_52758701736_o";0,203401138403005;0,665327755341749;-0,625778466477916;0,38265781073216;0,267936919196061
"238_2_52758701761_o";0,252765954215607;0,767576836350717;-0,609090028073929;0,172258017581644;0,0710896839595194
"239_2_52758158787_o";0,173346847724891;0,703849249218767;-0,52492034201449;0,157434917423455;0,19428070729276
"240_2_52758701776_o";0,221067848461681;0,629190442009914;-0,599624011950834;0,674391080554593;0,105079425080604
"241_2_52759186863_o";0,20439514524485;0,638351350632841;-0,539728738966283;0,74148417264921;0,326675624218804
"242_2_52758950669_o";0,210018167197073;0,721476234323983;-0,476542478283684;0,277854032956793;0,167504589242952
"243_2_52758950684_o";0,243438299377492;0,775487047120495;-0,43035249872999;0,270777893853181;0,242616109552879
"244_2_52758701846_o";0,23041622238801;0,766798624353202;-0,687539874480958;0,171898086482515;0,10978579091923
"245_2_52759108145_o";0,196252857312799;0,724694213437933;-0,482307155616812;0,462359620802303;0,075797773978069
"246_2_52759186948_o";0,207964559875583;0,746838211659163;-0,752400724048573;0,278366674681733;0,373567475496802
"247_2_52759186978_o";0,255319323739955;0,794429983879894;-0,697054058388624;0,397835647543571;0,384844494142477
"248_2_52759186993_o";0,214629224421151;0,794747794059004;-0,445181590001751;0,11364668888355;0,282162367509845
"249_2_52758701941_o";0,218140443451933;0,679095098956181;-0,689160067437344;0,177228180571039;0,470855235685978
"250_2_52758701971_o";0,17374787222428;0,778451261452646;-0,535873488733418;0,174098564569856;0,158784269034097
"251_2_52758158972_o";0,202599722326783;0,733791076663549;-0,729510721564751;0,456019419616355;0,411876529442323
"252_2_52759187078_o";0,235477314434653;0,711955221391646;-0,594477470875629;0,477579567715116;0,417907868413183
"253_2_52758702011_o";0,213396324521986;0,715373795523589;-0,609024104038929;0,297062621176551;0,358982172129098
"254_2_52758950869_o";0,237738633354692;0,839910674796807;-0,567057604668393;0,0703206468279818;0,120683653117859
"255_2_52759187118_o";0,20302809576867;0,670821158665826;-0,579690545031304;0,207092481194573;0,128463413285109
"256_2_52759187128_o";0,202998437446032;0,658639240735773;-0,572438233251142;0,565145343178781;0,401385452210851
"257_2_52758950914_o";0,247103690843459;0,700279624621468;-0,757876978559272;0,560562513398474;0,0961531777230444
"258_2_52759108285_o";0,221819222112857;0,739702587675732;-0,602472911466266;0,303647298276115;0,593276864677082
"259_2_52759187188_o";0,217047736684513;0,842152263702694;-0,470277187038617;0,108159802356439;0,161472727794606
"260_2_52759187213_o";0,246478388499891;0,800273824283598;-0,555971043414966;0,361258591808496;0,509919159087319
"261_2_52759108340_o";0,238954283503256;0,769739879014619;-0,57068453401546;0,46423807816663;0,172626793160037
"262_2_52759108355_o";0,212114363583175;0,872403442500526;-0,532393961132237;0,182191666409065;0,126762353784145
"263_2_52759108365_o";0,280454704801634;0,661204681839384;-0,596294324545552;0,595871675552499;0,294669420415372
"264_2_52758159077_o";0,27215148617645;0,640880539624766;-0,619740783967548;0,753236807621413;0,301218974459175
"265_2_52758951049_o";0,264094249649792;0,689216688538774;-0,651662498807611;0,638123568107474;0,272616775862622
"266_2_52758159112_o";0,221776900010851;0,753647566637423;-0,642086404458543;0,116217390737829;0,300038642816611
"267_2_52758702196_o";0,231463493956134;0,772741553862179;-0,599665187083256;0,494685513211647;0,238519132125308
"268_2_52759108415_o";0,192040826084158;0,770868528091761;-0,561705247502268;0,299187237453458;0,145624859067617
"269_2_52758159147_o";0,220658729581949;0,742102477469313;-0,595856427591073;0,13046251624763;0,417461649872816
"270_2_52758951129_o";0,228324358942789;0,754024588598953;-0,661158709044648;0,557549687419907;0,464703421443852
"271_5_52758159172_o";0,236443706736132;0,628934260420669;-0,584092871859552;0,468954638276547;0,101382638013283
"272_5_52759187438_o";0,220859817983182;0,744063716711498;-0,538586688397905;0,326919437754572;0,227090845173162
"273_5_52758159197_o";0,228840454507754;0,817245854571029;-0,471435752618126;0,217347214917861;0,0889944993625889
"274_5_52759187468_o";0,228840454507754;0,817245854571029;-0,471435752618126;0,217347214917861;0,0889944993625889
"275_5_52758702316_o";0,237367793833851;0,728008864849711;-0,598671406826318;0,525345695799868;0,154267597855003
"276_5_52759108540_o";0,169032787810687;0,728724239853638;-0,464508926587009;0,486457101838108;0,130342095447594
"277_5_52758159227_o";0,169032787810687;0,728724239853638;-0,464508926587009;0,486457101838108;0,130342095447594
"278_5_52759108575_o";0,250948514728936;0,706882342563121;-0,795277830771573;0,352156387041341;0,396472550702618
"279_5_52758951274_o";0,179937917287132;0,750616890100515;-0,422046068195437;0,135891550465308;0,0728668362976903
"280_5_52758702381_o";0,239712172928781;0,814893092522639;-0,501268236958644;0,45034963795035;0,347140908649573
"281_5_52759108600_o";0,248117779662995;0,628004997957798;-0,69450260209779;0,622352390564536;0,403382926372433
"282_5_52759108610_o";0,240407692056487;0,696886426967704;-0,708353137552416;0,577666120292156;0,259213907379587
"283_5_52759108620_o";0,255388853990429;0,682459294920596;-0,604535959272818;0,674297428964763;0,216622006192077
"284_5_52758159327_o";0,208002004366709;0,732398995574826;-0,679017031142472;0,221133587229376;0,105098435570232
"285_5_52758951389_o";0,254133530448649;0,794643871338839;-0,461323847172039;0,0863186175807872;0,397754873561187
"286_5_52758159357_o";0,256770442845436;0,746230384586569;-0,51734343801358;0,190815220372098;0,247563256755128
