"name";"green";"gray";"blue"
"001_1_52759182023_o";0,183321541950113;0,40254693877551;0,0505578231292517
"002_1_52758154022_o";0,290942403628118;0,142701133786848;0,00072562358276644
"003_1_52758154042_o";0,098053514739229;0,402684807256236;0,0129197278911565
"004_1_52759103020_o";0,158381859410431;0,185102947845805;0,161683446712018
"005_1_52758696951_o";0,144979591836735;0,379522902494331;0,0632961451247166
"006_1_52758154102_o";0,164132426303855;0,295459410430839;0,151698866213152
"007_1_52759103040_o";0,16635283446712;0,434202267573696;0,0347210884353742
"008_1_52759103075_o";0,177785034013605;0,406189569160998;0,130771882086168
"009_1_52758945894_o";0,077902947845805;0,36368253968254;0,0353705215419501
"010_1_52759182143_o";0,24747029478458;0,259501133786848;0,00803265306122449
"011_1_52758697036_o";0,0989895691609977;0,424580498866213;0,0710312925170068
"012_1_52759182198_o";0,187740589569161;0,381492970521542;0,130267573696145
"013_1_52758945999_o";0,229732426303855;0,382744671201814;0,172930612244898
"014_1_52759182243_o";0,187091156462585;0,31209433106576;0,0112362811791383
"015_1_52758946069_o";0,210398185941043;0,379207256235828;0,0284517006802721
"016_1_52758946104_o";0,17483537414966;0,350965986394558;0,0244716553287982
"017_1_52759103340_o";0,133979138321995;0,313414965986395;0,109199092970522
"018_1_52759182328_o";0,141206349206349;0,455945578231293;0,0869369614512472
"019_1_52758946139_o";0,186507029478458;0,234989569160998;0,0725587301587302
"020_1_52758154347_o";0,264297505668934;0,281280725623583;0,0259773242630385
"021_1_52759103440_o";0,109518367346939;0,427555555555556;0,0408598639455782
"022_1_52758697351_o";0,137001360544218;0,422566893424036;0,0512689342403628
"023_1_52758946194_o";0,12276462585034;0,371896598639456;0,117474829931973
"024_1_52758697366_o";0,25362358276644;0,26797641723356;0,032453514739229
"025_1_52758154422_o";0,133558276643991;0,502904308390023;0,0570884353741497
"026_2_52758697421_o";0,319386848072562;0,172088888888889;0,12232925170068
"027_2_52758697471_o";0,15105306122449;0,323308843537415;0,135114739229025
"028_2_52759103595_o";0,0362630385487528;0,386702947845805;0,0910294784580499
"029_2_52759182498_o";0,142461678004535;0,261195464852608;0,0951800453514739
"030_2_52758154492_o";0,0555718820861678;0,166574149659864;0,20203537414966
"031_2_52758946379_o";0,188455328798186;0,314434467120181;0,0356426303854875
"032_2_52758697576_o";0,216058049886621;0,235921995464853;0,127281632653061
"033_2_52759103705_o";0,127978231292517;0,253173696145125;0,0936126984126984
"034_2_52758946419_o";0,0399818594104308;0,526719274376417;0,282572335600907
"035_2_52759103745_o";0,0919365079365079;0,471941950113379;0,0937904761904762
"036_2_52758946474_o";0,220948752834467;0,315203628117914;0,149162811791383
"037_2_52758946504_o";0,204219501133787;0,307254421768707;0,013209977324263
"038_2_52758154667_o";0,148270294784581;0,40249977324263;0,1212589569161
"039_2_52759103815_o";0,0538267573696145;0,423310657596372;0,0346231292517007
"040_2_52758697711_o";0,143096598639456;0,368141496598639;0,0944907029478458
"041_2_52759182708_o";0,311677097505669;0,157790476190476;0,00550022675736961
"042_2_52759182738_o";0,0985650793650794;0,400765532879819;0,121229931972789
"043_2_52758154742_o";0,245246258503401;0,150138775510204;0,210902494331066
"044_2_52758697796_o";0,256130612244898;0,138191383219955;0,0535800453514739
"045_2_52758946619_o";0,0732045351473923;0,233999092970522;0,0446766439909297
"046_2_52759103955_o";0,0761868480725624;0,629830385487528;0,200848979591837
"047_2_52758154817_o";0,342668480725624;0,0974657596371882;0,109619954648526
"048_2_52759103995_o";0,134392743764172;0,259453968253968;0,208689342403628
"049_2_52758154867_o";0,127597278911565;0,280261224489796;0,0680453514739229
"050_2_52759104050_o";0,0940009070294785;0,328010884353741;0,215158276643991
"076_5_52758946754_o";0,0655963718820862;0,382871655328798;0,202024489795918
"077_5_52759182978_o";0,0622258503401361;0,49643537414966;0,189834013605442
"078_5_52759104140_o";0,102243990929705;0,264798185941043;0,199292517006803
"079_5_52758154997_o";0,144286621315193;0,47614693877551;0,0664344671201814
"080_5_52759183048_o";0,261775963718821;0,214548752834467;0,0558403628117914
"081_5_52758698036_o";0,348313832199546;0,165797732426304;0,0349242630385488
"082_5_52758155067_o";0,274195011337868;0,251392290249433;0,0631981859410431
"083_5_52758946914_o";0,0871655328798186;0,349852154195011;0,0606040816326531
"084_5_52758155117_o";0,261264399092971;0,358559637188209;0,029815873015873
"085_5_52758946989_o";0,34987029478458;0,349148299319728;0,0211736961451247
"086_5_52758155217_o";0,322917006802721;0,318719274376417;0,00870385487528345
"087_5_52758698151_o";0,101260770975057;0,480845351473923;0,0584997732426304
"088_5_52758947049_o";0,0853768707482993;0,564172335600907;0,273832199546485
"089_5_52758155287_o";0,148578684807256;0,380665759637188;0,0174004535147392
"090_5_52758947109_o";0,176010884353741;0,467762358276644;0,0109823129251701
"091_5_52758947134_o";0,167749659863946;0,313215419501134;0,0498757369614512
"092_5_52758698286_o";0,298325623582766;0,310142403628118;0,0114176870748299
"093_5_52758947204_o";0,220702040816327;0,354942403628118;0,0550349206349206
"094_5_52758155457_o";0,298412698412698;0,306405442176871;0,113549206349206
"095_5_52758698391_o";0,139653514739229;0,272696598639456;0,151571882086168
"096_5_52758698416_o";0,24817052154195;0,283490249433107;0,0366657596371882
"097_5_52758947329_o";0,308995918367347;0,217447619047619;0,0205496598639456
"098_5_52758155582_o";0,328152380952381;0,158987755102041;0,00456780045351474
"099_5_52759104705_o";0,0574802721088435;0,544928798185941;0,0467337868480726
"100_5_52758155662_o";0,147820408163265;0,467033106575964;0,1801179138322
"101_6_52758947469_o";0,220712925170068;0,361131972789116;0,0106920634920635
"102_6_52759104810_o";0,237924716553288;0,23507664399093;0,0953759637188209
"103_6_52758947499_o";0,256;0,11580589569161;0,0679473922902494
"104_6_52758698641_o";0,319785941043084;0,196763718820862;0,0487147392290249
"105_6_52758947564_o";0,320663945578231;0,115385034013605;0,0900607709750567
"106_6_52758155832_o";0,191241723356009;0,271557369614512;0,136986848072562
"107_6_52758155857_o";0,233610884353741;0,377679818594104;0,0184417233560091
"108_6_52758947654_o";0,218057142857143;0,444546031746032;0,00994467120181406
"109_6_52759104990_o";0,150225850340136;0,290463492063492;0,129843083900227
"110_6_52759105010_o";0,0583256235827664;0,223190929705215;0,352253968253968
"111_6_52758947714_o";0,278153287981859;0,128696598639456;0,0148716553287982
"112_6_52758155982_o";0,3177179138322;0,184500680272109;0,0630929705215419
"113_6_52759183893_o";0,276128798185941;0,237474829931973;0,137618140589569
"114_6_52758947809_o";0,179842176870748;0,241110204081633;0,0370902494331066
"115_6_52759105120_o";0,0878040816326531;0,568692970521542;0,125090249433107
"116_6_52758156082_o";0,161930158730159;0,247180045351474;0,0397278911564626
"117_6_52759183968_o";0,0484571428571429;0,213137414965986;0,310936961451247
"118_6_52758699061_o";0,184740136054422;0,448489795918367;0,135775056689342
"119_6_52758156172_o";0,30884716553288;0,336297505668934;0,0150784580498866
"120_6_52758156237_o";0,0779573696145125;0,493826757369615;0,0125641723356009
"121_6_52759105275_o";0,144029024943311;0,474162358276644;0,137280725623583
"122_6_52758156302_o";0,0717278911564626;0,328732879818594;0,185639909297052
"123_6_52758948059_o";0,111285260770975;0,267446712018141;0,173293424036281
"124_6_52758948089_o";0,266078911564626;0,194913378684807;0,00748480725623583
"125_6_52758699241_o";0,145443990929705;0,317630839002268;0,213199092970522
"126_3_52759105400_o";0,124614965986395;0,38327074829932;0,0860916099773243
"127_3_52759105440_o";0,108063492063492;0,323990929705215;0,23750022675737
"128_3_52759184313_o";0,14931156462585;0,279002267573696;0,227377777777778
"129_3_52758156457_o";0,14727619047619;0,205046712018141;0,338340136054422
"130_3_52758699321_o";0,130971428571429;0,253075736961451;0,261971882086168
"131_3_52758948274_o";0,131657142857143;0,367379591836735;0,0312199546485261
"132_3_52759105515_o";0,27412970521542;0,206842630385488;0,0356208616780045
"133_3_52758948314_o";0,119713378684807;0,38906485260771;0,101547392290249
"134_3_52759184418_o";0,18438820861678;0,452234013605442;0,133467573696145
"135_3_52759105560_o";0,13847074829932;0,449904761904762;0,239629931972789
"136_3_52759184468_o";0,227519274376417;0,30305306122449;0,128932426303855
"137_3_52758156597_o";0,126875283446712;0,368573242630385;0,0194757369614512
"138_3_52758156617_o";0,169592743764172;0,391727891156463;0,211283446712018
"139_3_52759184563_o";0,279016780045351;0,194013605442177;0,0733278911564626
"140_3_52758156657_o";0,119259863945578;0,293844897959184;0,157619954648526
"141_3_52759184608_o";0,0214820861678005;0,375267120181406;0,227718820861678
"142_3_52758156692_o";0,198737414965986;0,24108843537415;0,0179156462585034
"143_3_52758156727_o";0,0799383219954649;0,480007256235828;0,176758276643991
"144_3_52759105795_o";0,0986049886621315;0,368790929705215;0,0156698412698413
"145_3_52759184733_o";0,0768580498866213;0,240841723356009;0,184580498866213
"146_3_52759184773_o";0,100734693877551;0,479194557823129;0,180415419501134
"147_3_52759184808_o";0,125010430839002;0,312025396825397;0,304126984126984
"148_3_52758156837_o";0,179617233560091;0,203889342403628;0,0170920634920635
"149_3_52758948754_o";0,118273015873016;0,567444897959184;0,257832199546485
"150_3_52758156887_o";0,190048072562358;0,35255873015873;0,240896145124717
"151_4_52758156912_o";0,186840816326531;0,324139682539683;0,147287074829932
"152_4_52758948869_o";0,20977052154195;0,247789569160998;0,0657560090702948
"153_4_52758699881_o";0,12550022675737;0,346180498866213;0,171479365079365
"154_4_52758699911_o";0,150661224489796;0,329128344671202;0,085275283446712
"155_4_52758948984_o";0,213881179138322;0,381503854875283;0,0250485260770975
"156_4_52759185083_o";0,136852607709751;0,368076190476191;0,242989569160998
"157_4_52758700006_o";0,200090702947846;0,284495238095238;0,0289668934240363
"158_4_52758700026_o";0,22291156462585;0,317928344671202;0,0149696145124717
"159_4_52758700066_o";0,175912925170068;0,275722448979592;0,108103401360544
"160_4_52758949109_o";0,166915192743764;0,292850793650794;0,148890702947846
